id,genres,original_title,overview,backdrop_path,poster_path,budget,release_date,revenue,runtime,year,trailer
1126166,"Action, Thriller, Crime",Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",/gFFqWsjLjRfipKzlzaYPD097FNC.jpg,/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg,25000000,2025-01-22,40420193,91,2025,Cml3CFDBj2s
1064213,"Drama, Comedy, Romance",Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",/87GU2ifjNYtgYtcRH1NNH1P4ODo.jpg,/qh8m8Udz0sCa5gy9VaqfHPh0yPM.jpg,6000000,2024-10-14,46860968,139,2024,8m6UrWMl18M
762509,"Adventure, Family, Animation",Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",/1w8kutrRucTd3wlYyu5QlUDMiG1.jpg,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,200000000,2024-12-18,700197856,118,2024,lMXh6vjiZrI
1241982,"Animation, Adventure, Family, Comedy",Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",/zo8CIjJ2nfNOevqNajwMRO6Hwka.jpg,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,150000000,2024-11-21,1056396565,99,2024,JdSl4RMNtGE
939243,"Action, Science Fiction, Comedy, Family, Adventure, Fantasy",Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",/zOpe0eHsq0A2NvNyBbtT6sj53qV.jpg,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,122000000,2024-12-19,486018457,110,2024,LH1J1EbqCaI
822119,"Action, Thriller, Science Fiction",Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",/ywe9S1cOyIhR5yWzK7511NuQ2YX.jpg,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,180000000,2025-02-12,371056272,119,2025,5PSzFLV-EyQ
912649,"Action, Science Fiction, Adventure",Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",/vZG7PrX9HmdgL5qfZRjhJsFYEIA.jpg,/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg,120000000,2024-10-22,478103649,109,2024,FKBN1qAzW3s
539972,"Action, Adventure, Thriller",Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",/v9Du2HC3hlknAvGlWhquRbeifwW.jpg,/1GvBhRxY6MELDfxFrete6BNhBB5.jpg,120000000,2024-12-11,59184643,127,2024,hR1-ihzff3I
558449,"Action, Adventure, Drama",Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",/8mjYwWT50GkRrrRdyHzJorfEfcl.jpg,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,310000000,2024-11-13,458718000,147,2024,TQwSz88ITAE
933260,"Horror, Science Fiction, Drama, Comedy",The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",/t98L9uphqBSNn2Mkvdm3xSFCQyi.jpg,/cGm2qnmXx9tFabmzEIkJZjCJdQd.jpg,17500000,2024-09-07,76506196,141,2024,lR5nlovVgvQ
1084199,"Horror, Science Fiction, Thriller",Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",/sc1abgWNXc29wSBaerrjGBih06l.jpg,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,10000000,2025-01-22,36499858,97,2025,Qr_kX0D3DNA
228150,"War, Drama, Action",Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",/1uKHoFWyYJn060dpIXUCU7Wbc15.jpg,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,68000000,2014-10-15,211817906,135,2014,09w9MTtZDEM
974576,"Drama, Thriller, Mystery",Conclave,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.",/tkRDTu9hyWgaBSSzfkYDCZYd1kV.jpg,/m5x8D0bZ3eKqIVWZ5y7TnZ2oTVg.jpg,20000000,2024-10-25,104779967,120,2024,t915aZmyEBg
210577,"Mystery, Thriller, Drama",Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",/1ufic9NSdolkgNkQSAVjlVp0uqn.jpg,/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,61000000,2014-10-01,370890259,149,2014,2-_-1nJf8Vg
24428,"Science Fiction, Action, Adventure",The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,220000000,2012-04-25,1518815515,143,2012,hIR8Ar-Z4hw
549509,Drama,The Brutalist,"Escaping post-war Europe, visionary architect László Toth arrives in America to rebuild his life. On his own in a strange new country, a wealthy industrialist recognizes his talent. But power and legacy come at a heavy cost...",/hmZnqijPaaACjenDkrbWcCmcADI.jpg,/vP7Yd6couiAaw9jgMd5cjMRj3hQ.jpg,9000000,2024-12-20,45151320,215,2024,GdRXPAHIEW4
122917,"Action, Adventure, Fantasy",The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",/zn13a7U9eMTJq8sHthe3bCgsVm4.jpg,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,250000000,2014-12-10,956019788,144,2014,Y6Fv5StfAxA
661539,"Drama, Music",A Complete Unknown,"New York, early 1960s. Against the backdrop of a vibrant music scene and tumultuous cultural upheaval, an enigmatic 19-year-old from Minnesota arrives in the West Village with his guitar and revolutionary talent, destined to change the course of American music.",/r8YfVJu9OAzWbTAuuc86CIs1DYN.jpg,/llWl3GtNoXosbvYboelmoT459NM.jpg,65000000,2024-12-18,127117744,140,2024,ob4SHtT6cC0
774370,"Family, Animation, Comedy, Action",Dog Man,"When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",/iXU87IdtNsYt7n6OigPJBDdbFf1.jpg,/89wNiexZdvLQ41OQWIsQy4O6jAQ.jpg,40000000,2025-01-24,114192145,89,2025,QaJbAennB_Q
1184918,"Animation, Science Fiction, Family",The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",/mQZJoIhTEkNhCYAqcHrQqhENLdu.jpg,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,78000000,2024-09-12,331982078,102,2024,VUCNBAmse04
244786,"Drama, Music",Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",/bF8eIIIJJoMZf2mFibAejqEGQcX.jpg,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,3300000,2014-10-10,50307484,107,2014,Q7kZy3T6vRM
156022,"Thriller, Action, Crime",The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",/9vAoubhoZE8aSkUZoSfxs3UWZhO.jpg,/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,55000000,2014-09-24,192330738,132,2014,BP_FwE0Z7no
242582,"Crime, Drama, Thriller",Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",/vabhkZ3vwf8u7yXCSi3zbVzAVRa.jpg,/gYPIRu0jX2CGYdeO422cq3N78ju.jpg,8500000,2014-10-23,50300000,118,2014,7uaYhPpV7G4
194662,"Drama, Comedy",Birdman or (The Unexpected Virtue of Ignorance),"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",/gXboplsdDKprKA46IptKwDgY6Nr.jpg,/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,18000000,2014-10-17,103215094,120,2014,egYzOALlYyU
131631,"Science Fiction, Adventure, Thriller",The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,/qvo0g1yeQnYoCcXctSHI4mkoFMc.jpg,/2hTPkBiXoMmrdtYgHtB9WU5dg80.jpg,125000000,2014-11-19,755356711,123,2014,IXshQ5mv1K8
205596,"History, Drama, Thriller, War",The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",/gLQoJ9P79g501oEEtrN8zMlCPpx.jpg,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,14000000,2014-11-14,233555708,113,2014,j2jRs4EAvWM
98566,"Science Fiction, Action, Adventure, Comedy",Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",/gWuiOPAz3WImzFZUzHTT6c4omrD.jpg,/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,125000000,2014-08-07,485004754,101,2014,dwXFsrp6WBs
1226406,"Action, Comedy, Romance",Love Hurts,"A realtor is pulled back into the life he left behind after his former partner-in-crime resurfaces with an ominous message. With his crime-lord brother also on his trail, he must confront his past and the history he never fully buried.",/aGgr2Q07AcyiWPGODoofgZDUEHp.jpg,/skPPVeHoTTVVSJlb0Ib5vrqiuA4.jpg,18000000,2025-02-06,16958671,83,2025,y7_gi1-bIJs
1140535,"Horror, Drama",Presence,"A couple, Rebekah and Chris, and their children, Tyler and Chloe, move into a seemingly normal suburban home. When strange occurrences occur, they begin to believe that there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",/st9M4O4imOuQVU35RMeYuEQfkvD.jpg,/hZ8dTeBzigV5SVgwG1ikSROAFiS.jpg,2000000,2025-01-16,9284015,85,2025,Ay4MJZH6_K8
260346,"Thriller, Action",Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",/vFm4pF0BgaWPj0i2zEiZO6TqEQ0.jpg,/vzvMXMypMq7ieDofKThsxjHj9hn.jpg,48000000,2014-12-16,325800000,109,2014,JuU0M2xBasc
1138194,"Horror, Thriller",Heretic,"Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",/ag66gJCiZ06q1GSJuQlhGLi3Udx.jpg,/fr96XzlzsONrQrGfdLMiwtQjott.jpg,10000000,2024-10-31,51913394,111,2024,jpWUOxRozZg
154400,"Drama, Crime",The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",/kydclLUnhGMuoCxl6VRfSSwdRRO.jpg,/olQInYvVCW2wycMSU1ogo9Jshml.jpg,12600000,2014-09-12,19054534,106,2014,RJZtoAKDf_8
254904,"Crime, Action, Thriller",The November Man,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,/ysiy0W9nHVTPovvskS34R6ym1Hh.jpg,/4ejNFbCgLMDAuy7jFQmc7cr6UAW.jpg,15000000,2014-08-27,32600000,108,2014,-m8V7G7e7gw
265208,"Thriller, Crime, Action",Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",/9Xna1fmRkTyAfMSonokrwblYXUS.jpg,/zN80Tlly8oMpKbVJv2TfRIj8dHG.jpg,30000000,2015-01-14,6738764,92,2015,zC7gAb8veZo
188222,"Comedy, Drama",Entourage,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are back…and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",/uzobkEgGCfVzmXyXKH6Nbrby4Rm.jpg,/28dqsx1jCxhR05DfH35ui13ywNZ.jpg,30000000,2015-06-03,49263404,104,2015,SGSE_XPF4_g
171274,"Drama, Mystery, Comedy",Inherent Vice,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",/zwC3N0QQC2OCPDz2UWKNoq5vXm7.jpg,/hyan5Uc0lGpPuad94DM1pLxneiP.jpg,20000000,2014-12-12,14710975,149,2014,BTRMkQzFYHI
198184,"Crime, Action, Science Fiction",Chappie,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",/3pKIcv6KhUE35jsKnv3MylQ3OT2.jpg,/6zmKkfSvo4tBtvGSjn5PofWIvP9.jpg,49000000,2015-03-04,104399548,120,2015,lyy7y0QOK-0
205587,Drama,The Judge,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",/sPantp0oQ9idos7Jdwko2r6ZOIa.jpg,/3K93GWotLXe4FqpErri0xkpLaD5.jpg,40000000,2014-10-08,84419388,141,2014,ZBvK6ni97W8
270303,"Horror, Mystery",It Follows,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",/keEWjA5ykLJo851tIBFdmkxPxxh.jpg,/iwnQ1JH1wdWrGYkgWySptJ5284A.jpg,2300000,2015-02-04,23374076,101,2015,zoNa1WH3GR8
198663,"Action, Mystery, Science Fiction, Thriller",The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,/ode14q7WtDugFDp78fo9lCsmay9.jpg,34000000,2014-09-10,348319861,113,2014,3b946aGm0zs
99861,"Action, Adventure, Science Fiction",Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",/6YwkGolwdOMNpbTOmLjoehlVWs5.jpg,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,365000000,2015-04-22,1405403694,141,2015,JAUoeqvedMo
214756,"Comedy, Fantasy",Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",/jcVHl3PNxeKRg3SGK2sZrKxh94a.jpg,/38C91I7Xft0gyY7BITm8i4yvuRb.jpg,68000000,2015-06-25,215863606,115,2015,mSG3R_2Uisw
181533,"Adventure, Comedy, Fantasy, Family",Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",/taC97dzVlFBl0vWzmp6PCBWOQtM.jpg,/xwgy305K6qDs3D20xUO4OZu1HPY.jpg,127000000,2014-12-17,363204635,98,2014,aXEtR6Hn_nA
307081,"Action, Drama",Southpaw,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",/1tXlUvfhLVjM5rZcN2783IhCkbu.jpg,/kSQ49Fi3NVTqGGXILmxV2T2pdkG.jpg,30000000,2015-03-24,91709827,123,2015,Mh2ebPxhoLs
177572,"Adventure, Family, Animation, Action, Comedy",Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",/4s2d3xdyqotiVNHTlTlJjrr3q0H.jpg,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,165000000,2014-10-24,657870525,102,2014,8IdMPpKMdcc
227159,Comedy,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",/5CUtGZASj2UqomudRG1RZOt5QbG.jpg,/boBOkwIqgrs8noxBUSDkkicKa4K.jpg,42000000,2014-11-12,107645357,108,2014,utriEZFno0E
299536,"Adventure, Action, Science Fiction",Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,300000000,2018-04-25,2052415039,149,2018,QwievZ1Tx-8
280996,"Drama, Crime, Family, Mystery",Mr. Holmes,"In 1947, long-retired and near the end of his life, Sherlock Holmes grapples with an unreliable memory and must rely on his housekeeper's son as he revisits the still-unsolved case that led to his retirement.",/sUmMrrVEpXsBs0YYvATvPkGNcBH.jpg,/nNHkoefLcdtaHyG08G8aDn1yFMw.jpg,11000000,2015-06-19,29355203,104,2015,WhPPq9cmPCc
157336,"Adventure, Drama, Science Fiction",Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,/8sNiAPPYU14PUepFNeSNGUTiHW.jpg,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,165000000,2014-11-05,746606706,169,2014,LY19rHKAaAg
189,"Crime, Action, Thriller",Sin City: A Dame to Kill For,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,/rxMnmklIpunsNsRkQ7hw61ZJa84.jpg,/50kALxDX4mmzIRljbNbPY0u4cie.jpg,65000000,2014-08-20,39407616,102,2014,XVjDcUCui0w
147441,"Adventure, Drama, Action",Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",/lW4khyV5muPSs2BblMVnutnIjdw.jpg,/uaDj37JtvLan9tihxZ18e6qL33b.jpg,140000000,2014-12-03,268031828,150,2014,6k8qeqZycgE
225886,Comedy,Sex Tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",/nFCUBRDF4C6RWopNo0nAfvMA6mm.jpg,/pFdS7SIdjcrYXtf141dabWVly9B.jpg,40000000,2014-07-17,126069509,94,2014,sxl4aOyHSwo
255343,"Thriller, Romance",Escobar: Paradise Lost,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",/4EMd9DU86rbd9XCjOjLHp5Khtn8.jpg,/4HngNLzCmUYCPB8FbxSZWN0eDKM.jpg,17000000,2014-10-11,3758328,120,2014,xrABnKrSqds
169917,"Crime, Drama, Mystery, Thriller",A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,/k23FPWl97XKpJ1oTaDyADzxWxs6.jpg,/euPgyPsiNFp6gOBB7nUFxvN5ZaY.jpg,28000000,2014-09-18,58834384,114,2014,220195399
693134,"Science Fiction, Adventure",Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",/xOMo8BRK7PfcJv9JCnx7s5hj0PX.jpg,/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,190000000,2024-02-27,714444358,167,2024,U2Qp5pL3ovA
277547,"Comedy, Romance",Playing It Cool,A young man meets and instantly falls in love with an engaged woman.,/xiv9qW6hv5VMhxkPOEGnXKuowTo.jpg,/4B2FLN0c2vY6im3Oe2ZkYftulmq.jpg,0,2014-09-26,1323415,94,2014,JlvyE_Rhzy8
201088,"Crime, Thriller, Action",Blackhat,"Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",/1u7TuvR5mSUz2xRQhz01i75IwdT.jpg,/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg,70000000,2015-01-13,17752940,133,2015,-CA95Bzpy7s
181283,"Crime, Thriller",Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",/sjsaxwNsgBbrWrJIXtCT5DNo9Mt.jpg,/p8uTx2xm72vXqI0H4W5kU3ku9ND.jpg,50000000,2015-03-15,12951093,137,2015,Uia6y9SRsj4
426063,"Fantasy, Horror",Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",/uWOJbarUXfVf6B4o0368dh138eR.jpg,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,50000000,2024-12-25,177225075,133,2024,nulvWqYUM8k
72784,Thriller,The Loft,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",/K8dDF9Pxoqg1UECpR5gHYcXa0Q.jpg,/6UrNb7sdolnuqxBJ4I8OxTUvTmQ.jpg,14000000,2014-10-14,10100000,108,2014,6IZJAra4gLc
241554,"Action, Crime, Thriller",Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",/cb1R4VdM0FkacQ8AYjuK9Qe6Lpl.jpg,/owTdkLW0uoVTUPtM5h4gw88prdC.jpg,50000000,2015-03-11,71561644,114,2015,plrh783KCqg
241239,"Crime, Drama, Thriller",A Most Violent Year,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",/aivbF72gqeFvEyi62PGjKuB3eh0.jpg,/j0fmC8xFw6cuiREcSajob0MTD6K.jpg,20000000,2014-12-31,12007070,124,2014,lZU7U3k3gHY
218043,"Thriller, Action, Science Fiction",Left Behind,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,/mRNU6WHEFqoF9RSVo8o0lpprWil.jpg,/b9Q2WR62yB5Aq0hd6kyRFS9cc3Y.jpg,16000000,2014-10-03,19682924,110,2014,c1w_qrsAYsw
1013850,"Comedy, Drama",A Real Pain,Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,/nGC3ZkXEcjGbqAAonS1xn6gaNpb.jpg,/67xRIXm5TxXRT4nV2V4AEJ9yq2d.jpg,3000000,2024-11-01,20581325,90,2024,E_sjoa8aHpc
438631,"Science Fiction, Adventure",Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",/jYEW5xZkZk2WTrdbMGAPFuBqbDc.jpg,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,165000000,2021-09-15,407573628,155,2021,w0HgHet0sxg
945961,"Horror, Science Fiction",Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",/iJaSpQNZ8GsqVDWfbCXmyZQXZ5l.jpg,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,80000000,2024-08-13,350865342,119,2024,x0XDEhP4MQs
